Time,Price
09:00:00,2911.5
09:00:01,2911.5
09:00:02,2911.5
09:00:03,2911.5
09:00:04,2914.0
09:00:05,2914.0
09:00:06,2913.5
09:00:07,2913.5
09:00:08,2910.0
09:00:09,2910.0
09:00:10,2905.0
09:00:11,2905.0
09:00:12,2904.0
09:00:13,2904.0
09:00:14,2903.0
09:00:15,2903.0
09:00:17,2911.5
09:00:18,2911.5
09:00:19,2913.5
09:00:20,2913.5
09:00:21,2914.5
09:00:22,2914.5
09:00:23,2919.5
09:00:24,2919.5
09:00:25,2919.0
09:00:26,2919.0
09:00:27,2923.5
09:00:28,2923.5
09:00:29,2925.0
09:00:30,2925.0
09:00:31,2920.0
09:00:32,2920.0
09:00:33,2916.0
09:00:34,2916.0
09:00:35,2915.0
09:00:36,2915.0
09:00:37,2917.0
09:00:38,2920.0
09:00:39,2920.0
09:00:40,2920.0
09:00:41,2920.0
09:00:42,2920.0
09:00:43,2920.0
09:00:44,2919.0
09:00:45,2919.0
09:00:46,2919.0
09:00:47,2919.0
09:00:48,2917.0
09:00:49,2917.0
09:00:51,2917.5
09:00:52,2917.5
09:00:53,2917.5
09:00:54,2917.5
09:00:55,2917.5
09:00:56,2917.5
09:00:57,2918.0
09:00:58,2918.0
09:00:59,2920.0
09:01:00,2920.0
09:01:01,2920.0
09:01:02,2920.0
09:01:03,2920.0
09:01:04,2920.0
09:01:05,2923.5
09:01:06,2923.5
09:01:07,2923.0
09:01:08,2923.0
09:01:09,2921.5
09:01:10,2921.5
09:01:11,2923.5
09:01:12,2923.5
09:01:13,2923.5
09:01:14,2924.0
09:01:15,2924.0
09:01:16,2925.0
09:01:17,2925.0
09:01:18,2932.5
09:01:19,2932.5
09:01:20,2935.0
09:01:21,2935.0
09:01:22,2934.0
09:01:23,2934.0
09:01:24,2934.0
09:01:25,2933.0
09:01:26,2933.0
09:01:27,2933.5
09:01:28,2933.5
09:01:29,2935.5
09:01:30,2935.5
09:01:31,2935.5
09:01:32,2935.5
09:01:33,2936.5
09:01:34,2936.5
09:01:35,2937.0
09:01:36,2937.0
09:01:37,2937.5
09:01:38,2937.5
09:01:39,2936.5
09:01:40,2936.5
09:01:41,2937.5
09:01:42,2937.5
09:01:43,2938.5
09:01:44,2938.5
09:01:45,2935.5
09:01:46,2935.5
09:01:47,2935.0
09:01:48,2935.0
09:01:49,2936.0
09:01:50,2936.0
09:01:51,2937.0
09:01:52,2938.0
09:01:53,2938.0
09:01:54,2938.0
09:01:55,2938.0
09:01:56,2936.5
09:01:57,2936.5
09:01:58,2936.5
09:01:59,2936.5
09:02:00,2936.5
09:02:01,2936.5
09:02:02,2936.5
09:02:03,2936.0
09:02:04,2936.0
09:02:05,2937.0
09:02:06,2937.0
09:02:07,2937.5
09:02:08,2937.5
09:02:09,2943.0
09:02:10,2943.0
09:02:11,2944.0
09:02:12,2944.0
09:02:13,2947.0
09:02:14,2947.0
09:02:15,2950.5
09:02:16,2950.5
09:02:17,2948.5
09:02:18,2948.5
09:02:19,2947.5
09:02:20,2947.5
09:02:21,2948.0
09:02:22,2948.0
09:02:23,2948.5
09:02:24,2948.5
09:02:25,2950.5
09:02:26,2950.5
09:02:27,2950.5
09:02:28,2950.5
09:02:29,2949.5
09:02:30,2951.5
09:02:31,2951.5
09:02:32,2952.0
09:02:33,2952.0
09:02:34,2952.0
09:02:35,2951.5
09:02:36,2951.5
09:02:37,2951.5
09:02:38,2951.5
09:02:39,2951.5
09:02:40,2951.5
09:02:41,2949.5
09:02:42,2949.5
09:02:43,2950.0
09:02:44,2950.0
09:02:45,2951.0
09:02:46,2951.0
09:02:47,2951.5
09:02:48,2951.5
09:02:49,2953.5
09:02:50,2953.5
09:02:51,2953.5
09:02:52,2953.5
09:02:53,2952.5
09:02:54,2952.5
09:02:55,2953.5
09:02:56,2953.5
09:02:57,2952.5
09:02:58,2952.5
09:02:59,2950.0
09:03:00,2950.0
09:03:01,2950.5
09:03:02,2950.5
09:03:03,2944.0
09:03:04,2944.0
09:03:05,2945.0
09:03:06,2945.0
09:03:07,2945.0
09:03:08,2947.5
09:03:09,2947.5
09:03:10,2947.5
09:03:11,2947.0
09:03:12,2947.0
09:03:13,2946.0
09:03:14,2946.0
09:03:15,2945.0
09:03:16,2945.0
09:03:17,2945.0
09:03:18,2945.0
09:03:19,2945.0
09:03:20,2945.0
09:03:21,2946.0
09:03:22,2946.0
09:03:23,2946.0
09:03:24,2946.0
09:03:25,2946.0
09:03:26,2946.0
09:03:27,2946.0
09:03:28,2946.0
09:03:29,2944.5
09:03:30,2944.5
09:03:31,2942.5
09:03:32,2942.5
09:03:33,2943.5
09:03:34,2943.5
09:03:35,2941.0
09:03:36,2941.0
09:03:37,2941.5
09:03:38,2941.5
09:03:39,2944.0
09:03:40,2944.0
09:03:41,2944.0
09:03:42,2944.0
09:03:43,2944.0
09:03:44,2944.5
09:03:45,2944.5
09:03:46,2943.5
09:03:47,2943.5
09:03:48,2942.0
09:03:49,2942.0
09:03:50,2943.5
09:03:51,2943.5
09:03:52,2943.5
09:03:53,2943.5
09:03:54,2944.0
09:03:55,2943.0
09:03:56,2943.0
09:03:57,2944.0
09:03:58,2944.0
09:03:59,2945.0
09:04:00,2945.0
09:04:01,2946.5
09:04:02,2946.5
09:04:03,2943.5
09:04:04,2943.5
09:04:05,2942.5
09:04:06,2942.5
09:04:07,2944.0
09:04:08,2944.0
09:04:09,2943.0
09:04:10,2943.0
09:04:11,2943.0
09:04:12,2943.0
09:04:13,2943.0
09:04:14,2943.0
09:04:16,2944.5
09:04:17,2944.5
09:04:18,2946.5
09:04:19,2946.5
09:04:20,2946.5
09:04:21,2946.5
09:04:22,2947.0
09:04:23,2947.0
09:04:24,2948.5
09:04:25,2948.5
09:04:26,2948.5
09:04:27,2948.5
09:04:28,2948.0
09:04:29,2948.0
09:04:30,2947.0
09:04:31,2947.0
09:04:32,2946.5
09:04:33,2946.0
09:04:34,2946.0
09:04:35,2945.0
09:04:36,2945.0
09:04:37,2945.0
09:04:38,2945.0
09:04:39,2946.0
09:04:40,2946.0
09:04:41,2945.0
09:04:42,2945.0
09:04:43,2945.0
09:04:44,2945.0
09:04:45,2945.0
09:04:46,2945.0
09:04:47,2945.0
09:04:48,2945.0
09:04:49,2945.0
09:04:50,2945.0
09:04:51,2945.0
09:04:52,2946.0
09:04:53,2946.0
09:04:54,2947.0
09:04:55,2947.0
09:04:56,2947.5
09:04:57,2947.5
09:04:58,2949.0
09:04:59,2949.0
09:05:00,2947.0
09:05:01,2947.0
09:05:02,2946.0
09:05:03,2946.0
09:05:04,2946.0
09:05:05,2946.0
09:05:06,2946.5
09:05:07,2946.5
09:05:08,2949.0
09:05:09,2950.0
09:05:10,2950.0
09:05:11,2951.5
09:05:12,2951.5
09:05:13,2953.5
09:05:14,2953.5
09:05:15,2957.5
09:05:16,2957.5
09:05:17,2957.5
